company_id,year,free_cash_flow,fcf_conversion,capex_intensity,cfo_quality_score,cfo_quality_label,capital_allocation_pattern
TRENT,Mar 2020,-448.0,-84.69,23.21,100.0,High Quality,Growth Funded by Debt
TRENT,Mar 2021,303.0,265.79,0.69,0.0,Accrual Risk,Pre-Revenue
TRENT,Mar 2022,114.0,19.16,1.24,100.0,High Quality,Reinvestor
TRENT,Mar 2023,492.0,44.17,1.25,100.0,High Quality,Cash Accumulator
TRENT,Mar 2024,841.0,42.67,4.11,91.33,Moderate,Cash Accumulator
TRENT,TTM,,,,100.0,Accrual Risk,Mixed
TVSMOTOR,Mar 2013,344.0,78.54,1.6,100.0,High Quality,Cash Accumulator
TVSMOTOR,Mar 2014,235.0,47.76,2.8,100.0,High Quality,Cash Accumulator
TVSMOTOR,Mar 2015,-332.0,-54.88,4.05,25.3,Accrual Risk,Growth Funded by Debt
TVSMOTOR,Mar 2016,331.0,40.42,5.32,100.0,High Quality,Cash Accumulator
TVSMOTOR,Mar 2017,-20.0,-2.3,5.69,100.0,High Quality,Mixed
TVSMOTOR,Mar 2018,-741.0,-47.17,6.7,53.23,Moderate,Growth Funded by Debt
TVSMOTOR,Mar 2019,-2022.0,-93.48,5.48,0.0,Accrual Risk,Growth Funded by Debt
TVSMOTOR,Mar 2020,-717.0,-31.67,5.78,57.65,Moderate,Growth Funded by Debt
TVSMOTOR,Mar 2021,269.0,12.05,4.54,100.0,High Quality,Shareholder Returns
TVSMOTOR,Mar 2022,-3046.0,-110.56,6.04,0.0,Accrual Risk,Growth Funded by Debt
TVSMOTOR,Mar 2023,-5713.0,-141.87,4.09,0.0,Accrual Risk,Growth Funded by Debt
TVSMOTOR,Mar 2024,-2254.0,-40.98,2.56,0.0,Accrual Risk,Growth Funded by Debt
TVSMOTOR,TTM,,,,100.0,Accrual Risk,Mixed
ULTRACEMCO,Mar 2013,-744.0,-15.38,21.26,100.0,High Quality,Growth Funded by Debt
ULTRACEMCO,Mar 2014,1113.0,27.58,11.3,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2015,2046.0,46.24,9.2,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2016,853.0,17.4,14.6,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2017,2504.0,48.04,9.86,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2018,5754.0,93.64,6.02,100.0,High Quality,Reinvestor
ULTRACEMCO,Mar 2019,7121.0,96.92,2.81,100.0,High Quality,Reinvestor
ULTRACEMCO,Mar 2020,4780.0,51.7,9.88,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2021,3644.0,31.5,19.8,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2022,11540.0,100.23,4.29,100.0,High Quality,Reinvestor
ULTRACEMCO,Mar 2023,1881.0,17.71,11.37,100.0,High Quality,Cash Accumulator
ULTRACEMCO,Mar 2024,2109.0,16.26,12.39,100.0,High Quality,Cash Accumulator
ULTRACEMCO,TTM,,,,100.0,Accrual Risk,Mixed
UNIONBANK,Mar 2013,-4588.0,-1411.69,1.36,0.0,Accrual Risk,Growth Funded by Debt
UNIONBANK,Mar 2014,2207.0,-244.68,1.23,100.0,High Quality,Shareholder Returns
UNIONBANK,Mar 2015,-3885.0,399.28,0.99,0.0,Accrual Risk,Growth Funded by Debt
UNIONBANK,Mar 2016,72.0,-3.73,0.03,6.01,Accrual Risk,Cash Accumulator
UNIONBANK,Mar 2017,-6904.0,142.94,0.85,0.0,Accrual Risk,Growth Funded by Debt
UNIONBANK,Mar 2018,5782.0,-49.42,0.96,0.0,Accrual Risk,Pre-Revenue
UNIONBANK,Mar 2019,-8075.0,93.88,0.87,100.0,High Quality,Pre-Revenue
UNIONBANK,Mar 2020,-81.0,0.85,0.01,2.47,Accrual Risk,Pre-Revenue
UNIONBANK,Mar 2021,19926.0,-179.98,0.87,100.0,High Quality,Cash Accumulator
UNIONBANK,Mar 2022,35781.0,-849.3,0.82,100.0,High Quality,Cash Accumulator
UNIONBANK,Mar 2023,3495.0,-115.58,3.16,71.15,Moderate,Cash Accumulator
UNIONBANK,Mar 2024,18536.0,403.83,1.39,100.0,High Quality,Cash Accumulator
UNIONBANK,TTM,,,,100.0,Accrual Risk,Mixed
UNITDSPR,Mar 2013,848.0,77.73,10.8,0.0,Accrual Risk,Pre-Revenue
UNITDSPR,Mar 2014,-804.0,23.87,2.4,12.3,Accrual Risk,Pre-Revenue
UNITDSPR,Mar 2015,3659.0,-999.73,41.66,11.62,Accrual Risk,Pre-Revenue
UNITDSPR,Mar 2016,1016.0,305.11,8.63,100.0,High Quality,Reinvestor
UNITDSPR,Mar 2017,420.0,42.38,2.57,100.0,High Quality,Cash Accumulator
UNITDSPR,Mar 2018,1029.0,85.11,1.21,100.0,High Quality,Reinvestor
UNITDSPR,Mar 2019,882.0,63.27,0.71,100.0,High Quality,Cash Accumulator
UNITDSPR,Mar 2020,589.0,37.54,2.08,100.0,High Quality,Cash Accumulator
UNITDSPR,Mar 2021,1719.0,163.56,1.22,100.0,High Quality,Cash Accumulator
UNITDSPR,Mar 2022,664.0,41.63,3.22,100.0,High Quality,Cash Accumulator
UNITDSPR,Mar 2023,560.0,39.52,0.52,54.62,Moderate,Cash Accumulator
UNITDSPR,Mar 2024,1344.0,67.2,2.0,79.4,Moderate,Reinvestor
UNITDSPR,TTM,,,,100.0,Accrual Risk,Mixed
VBL,Dec 2012,-227.0,-99.56,28.17,100.0,High Quality,Growth Funded by Debt
VBL,Dec 2013,-277.0,-95.19,27.14,0.0,Accrual Risk,Pre-Revenue
VBL,Dec 2014,-69.0,-17.83,19.98,0.0,Accrual Risk,Pre-Revenue
VBL,Dec 2015,255.0,39.72,8.84,100.0,High Quality,Cash Accumulator
VBL,Dec 2016,-222.0,-27.41,27.14,100.0,High Quality,Growth Funded by Debt
VBL,Dec 2017,-126.0,-15.04,18.63,100.0,High Quality,Growth Funded by Debt
VBL,Dec 2018,63.0,6.08,18.35,100.0,High Quality,Cash Accumulator
VBL,Dec 2019,-1012.0,-69.22,32.54,100.0,High Quality,Growth Funded by Debt
VBL,Dec 2020,540.0,44.44,7.32,100.0,High Quality,Cash Accumulator
VBL,Dec 2021,223.0,13.16,11.42,100.0,High Quality,Cash Accumulator
VBL,Dec 2022,21.0,0.73,13.43,100.0,High Quality,Cash Accumulator
VBL,Dec 2023,-897.0,-24.13,20.49,100.0,High Quality,Growth Funded by Debt
VBL,TTM,,,,100.0,Accrual Risk,Mixed
VEDL,Mar 2013,-289.0,-62.15,11.31,0.96,Accrual Risk,Growth Funded by Debt
VEDL,Mar 2014,12711.0,64.87,4.37,100.0,High Quality,Cash Accumulator
VEDL,Mar 2015,13672.0,61.83,5.61,0.0,Accrual Risk,Pre-Revenue
VEDL,Mar 2016,12509.0,-67.69,12.24,0.0,Accrual Risk,Pre-Revenue
VEDL,Mar 2017,20764.0,97.14,3.71,100.0,High Quality,Reinvestor
VEDL,Mar 2018,32846.0,132.03,16.85,100.0,High Quality,Reinvestor
VEDL,Mar 2019,13160.0,56.8,11.51,100.0,High Quality,Cash Accumulator
VEDL,Mar 2020,13375.0,64.48,7.02,0.0,Accrual Risk,Pre-Revenue
VEDL,Mar 2021,17302.0,63.34,7.59,100.0,High Quality,Cash Accumulator
VEDL,Mar 2022,32720.0,73.0,1.69,100.0,High Quality,Cash Accumulator
VEDL,Mar 2023,32397.0,94.09,0.45,100.0,High Quality,Cash Accumulator
VEDL,Mar 2024,21978.0,62.24,9.52,100.0,High Quality,Cash Accumulator
VEDL,TTM,,,,100.0,Accrual Risk,Mixed
WIPRO,Mar 2013,1858.0,24.27,12.12,100.0,High Quality,Cash Accumulator
WIPRO,Mar 2014,6506.0,67.52,0.65,84.97,Moderate,Cash Accumulator
WIPRO,Mar 2015,5303.0,51.49,5.4,89.97,Moderate,Cash Accumulator
WIPRO,Mar 2016,-5874.0,-54.41,26.85,88.05,Moderate,Mixed
WIPRO,Mar 2017,-2493.0,-22.02,21.23,100.0,High Quality,Mixed
WIPRO,Mar 2018,12018.0,115.7,6.6,100.0,High Quality,Reinvestor
WIPRO,Mar 2019,16697.0,143.78,8.58,100.0,High Quality,Reinvestor
WIPRO,Mar 2020,13657.0,110.65,5.88,100.0,High Quality,Reinvestor
WIPRO,Mar 2021,15440.0,104.53,1.11,100.0,High Quality,Reinvestor
WIPRO,Mar 2022,-11241.0,-67.38,28.14,90.5,Moderate,Growth Funded by Debt
WIPRO,Mar 2023,4891.0,29.05,9.03,100.0,High Quality,Cash Accumulator
WIPRO,Mar 2024,18766.0,112.02,1.27,100.0,High Quality,Reinvestor
WIPRO,TTM,,,,100.0,Accrual Risk,Mixed
ZOMATO,Mar 2018,,,,100.0,Accrual Risk,Pre-Revenue
ZOMATO,Mar 2019,,,,100.0,Accrual Risk,Pre-Revenue
ZOMATO,Mar 2020,-404.0,17.53,66.79,89.86,Moderate,Pre-Revenue
ZOMATO,Mar 2021,-6263.0,1341.11,263.04,100.0,High Quality,Pre-Revenue
ZOMATO,Mar 2022,-8664.0,468.07,190.15,56.71,Moderate,Pre-Revenue
ZOMATO,Mar 2023,-47.0,3.88,11.26,86.92,Moderate,Pre-Revenue
ZOMATO,Mar 2024,298.0,693.02,2.87,100.0,High Quality,Cash Accumulator
ZOMATO,TTM,,,,100.0,Accrual Risk,Mixed
ZYDUSLIFE,Mar 2013,-79.0,-6.99,10.73,87.39,Moderate,Growth Funded by Debt
ZYDUSLIFE,Mar 2014,465.0,38.65,6.06,100.0,High Quality,Cash Accumulator
ZYDUSLIFE,Mar 2015,529.0,30.13,5.38,83.67,Moderate,Cash Accumulator
ZYDUSLIFE,Mar 2016,1034.0,44.34,9.12,96.44,Moderate,Cash Accumulator
ZYDUSLIFE,Mar 2017,-1560.0,-82.02,30.63,86.49,Moderate,Growth Funded by Debt
ZYDUSLIFE,Mar 2018,-55.0,-1.94,8.18,50.77,Moderate,Growth Funded by Debt
ZYDUSLIFE,Mar 2019,-2695.0,-90.1,30.21,67.51,Moderate,Growth Funded by Debt
ZYDUSLIFE,Mar 2020,1928.0,68.91,7.04,100.0,High Quality,Cash Accumulator
ZYDUSLIFE,Mar 2021,2457.0,72.46,5.81,100.0,High Quality,Cash Accumulator
ZYDUSLIFE,Mar 2022,1086.0,32.5,6.74,45.56,Accrual Risk,Cash Accumulator
ZYDUSLIFE,Mar 2023,4231.0,109.61,8.95,100.0,High Quality,Reinvestor
ZYDUSLIFE,Mar 2024,1736.0,32.24,7.63,81.25,Moderate,Cash Accumulator
ZYDUSLIFE,TTM,,,,100.0,Accrual Risk,Mixed
INDIGO,Mar 2013,-149.0,-1.78,20.54,100.0,High Quality,Growth Funded by Debt
INDIGO,Mar 2014,-1319.0,-12.35,26.21,100.0,High Quality,Growth Funded by Debt
INDIGO,Mar 2015,1444.0,12.01,6.75,100.0,High Quality,Cash Accumulator
INDIGO,Mar 2016,1779.0,13.71,8.28,100.0,High Quality,Cash Accumulator
INDIGO,Mar 2017,749.0,4.58,16.32,100.0,High Quality,Cash Accumulator
INDIGO,Mar 2018,-249.0,-1.25,18.04,100.0,High Quality,Growth Funded by Debt
INDIGO,Mar 2019,634.0,2.21,8.86,100.0,High Quality,Cash Accumulator
INDIGO,Mar 2020,2370.0,7.48,12.79,0.0,Accrual Risk,Pre-Revenue
INDIGO,Mar 2021,1608.0,10.99,22.05,26.25,Accrual Risk,Pre-Revenue
INDIGO,Mar 2022,3591.0,14.15,5.89,0.0,Accrual Risk,Pre-Revenue
INDIGO,Mar 2023,8664.0,18.08,7.42,0.0,Accrual Risk,Pre-Revenue
INDIGO,Mar 2024,9424.0,17.93,17.07,100.0,High Quality,Cash Accumulator
INDIGO,TTM,,,,100.0,Accrual Risk,Mixed
